salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
64740;7;14229;424;4;0.2;0;20180307;5F1Q53S34YUFGUL9ADXH
64747;16;95267;412;25;;0;20180307;CNUVDQWG4GCG0I9MRAG2
64794;3;89157;38;23;0.1;0;20180307;DN7NLHK6O1H8GUBZZFVZ
64821;22;57443;263;15;;0;20180307;UJF1RB9CXVOCRWUFEGBG
64963;20;65738;184;17;;0;20180307;GOOU8L4XSRVXJIDUF70S
65427;9;58238;430;15;;0;20180307;NDXY3RTOM2MJ1BSZ3QYN
65596;23;16914;428;5;;0;20180307;WOIJ9O52PEBPI2D6SE5K
65606;15;44907;313;12;;0;20180307;8V390NBFFH5LSCTMWGAV
65672;17;98526;186;25;0.1;0;20180307;3R87A856FL89TUPJUKAK
65779;15;50902;162;13;0.2;0;20180307;9N3VXMJJOB1ON4VDZXGL
65799;20;15769;49;4;;0;20180307;SQAHKB7BBY9UI07GXT2P
66104;21;86512;165;22;;0;20180307;U8C83PV26E1O3ZHQL1FO
66429;4;67815;442;18;;0;20180307;1USR3HPIBYNHXNI8IA5Y
66531;4;68397;216;18;;0;20180307;JDP0W511CD2OZD3V99EN
66545;6;38853;47;10;;0;20180307;TY5GS7KIO9H7SSPNBQW3
67196;7;25089;313;7;;0;20180307;9AHCZA0FE25D23JPKH2P
67342;19;50933;25;13;;0;20180307;16854EW5KLD9MM43F6SM
67476;22;75765;243;20;;0;20180307;38FJM6UJ8VVQ35RTT9F4
67769;12;24710;403;7;;0;20180307;SD9QOCVM43MHZ96EMX5L
67824;4;90908;36;24;;0;20180307;O8OKXZ6S7UUI0SNZ25QD
68236;3;60229;158;16;;0;20180307;313H0HLZATLOEM42RSUQ
68546;2;69689;78;18;0.2;0;20180307;AL0EYUKUNG3A5BUP8JOV
68722;9;35677;162;10;0.1;0;20180307;YCOEXOPY16Q4RANXFPK5
69052;17;7759;49;2;;0;20180307;J42RD9F5SMI049LEVVLA
69293;23;57685;234;15;0.2;0;20180307;M1IV1Z46XGG550SDPBW9
69320;6;46379;131;12;;0;20180307;4WLTKID3DLDV7ZPSC4X0
69322;23;66819;328;17;;0;20180307;K0DHHU6SI7IPM9HDMMKE
69329;7;45190;113;12;;0;20180307;H3Y28XZUSRHIYEYZA8TI
69447;2;34832;124;9;0.2;0;20180307;W8EM1XV3QLKSDX8VD2KG
69498;10;12853;327;4;;0;20180307;UUD28A4OCR459HV3F9R2
69706;20;38162;320;10;0.1;0;20180307;5SLY6TPSRCSJV9WQ0UPT
69854;14;62407;323;16;;0;20180307;MSSD2PV7WNTVSYDL9E7M
69887;16;15841;396;5;0.2;0;20180307;LOVSEMOVEEWKCI54G63U
69910;16;70287;335;18;;0;20180307;6HWQN9BEFWRADPYWQ8U8
69959;23;68413;125;18;;0;20180307;FQHKAW23EDXBXAZJCT0A
70248;7;39878;27;11;;0;20180307;ZPTI4M4U3D37GCHHLXW5
70346;21;28608;414;8;;0;20180307;K58EJBRIZFH74S7KRZET
70474;19;10239;258;3;;0;20180307;OKPHX55EFHHIJFC2X55Y
70699;3;45394;212;12;;0;20180307;VAEGPOT77NKVI0ISH31F
70701;2;42540;449;11;;0;20180307;81VECKTO4Y94MXCIDVPO
70748;14;39185;271;10;;0;20180307;7PZLD7VBRSV2MMJCD1AA
70970;1;33464;139;9;;0;20180307;OGDRUGD4HTRC41FMWM7L
71044;11;16166;99;5;;0;20180307;3BTDNYBJ395H73WE96HT
71584;6;45912;355;12;;0;20180307;NGCCCFY2TTCN8MZR3IRF
71739;21;78150;291;20;;0;20180307;Q4ZJJ8QSVOMIM0NRKH2A
71976;3;58062;147;15;;0;20180307;SO1OSK3HXZ0UBR0GUUEI
72213;5;32163;242;9;0.1;0;20180307;33IFJCUI889ZB08OQ4ER
72510;6;45322;361;12;;0;20180307;B5PRWFMLI0M73VH97X0P
72809;6;73424;9;19;;0;20180307;4OAIQ3E9QKM7LKYTJTXH
72858;11;26888;449;7;;0;20180307;SELASDM0O3C7W7K81RXT
72987;16;72376;373;19;;0;20180307;WDJLN0TTUGF1BRFDMUEU
73145;9;86479;273;22;;0;20180307;4FL1Z5KCALVCPIDYGA22
73374;14;84707;337;22;0.1;0;20180307;DMVY27GVE6HOOT0HGIPJ
73483;17;91179;110;24;0.1;0;20180307;YRR0VOG5OF3MJAZRSBOQ
73521;6;54994;15;14;0.1;0;20180307;C62B1NWSLDRXV6GAH9M0
73528;20;85327;390;22;0.2;0;20180307;42EYFC7Y2AUR5X6MZ2KP
73537;16;28711;313;8;;0;20180307;A0F5D41RI81NX5I57EEI
73661;11;45977;448;12;;0;20180307;ZGZ7AVMLDEM1DME2YL16
73781;6;74211;7;19;0.2;0;20180307;7GP4F9U22XIWWXDNA9PV
73815;7;87675;129;23;;0;20180307;KRYEY0TY5YU6USXC2OVU
73946;11;91566;286;24;;0;20180307;UMU91NBVQ3COSY00C1H0
73967;21;52497;8;14;;0;20180307;U1C3RIFN11QYUN3Z77BM
73968;2;61670;198;16;;0;20180307;R0QOS7UUKTHP8FBFFNJC
73988;7;45051;105;12;;0;20180307;WP6CZHSQ5TM2IFVPLCPH
74092;17;19525;186;5;0.2;0;20180307;XDAXQQ7ONR07ABQCANAR
74186;20;12488;243;4;;0;20180307;TRA7GNE1TBAGK72AAP2G
74331;8;70236;370;18;;0;20180307;FAMX501AMS81WKWXMH39
74496;21;67711;396;18;;0;20180307;6XVRUZJZICG3PCVS21TH
74728;1;29954;100;8;;0;20180307;CUB7V7CL7ZI6XP0VMC51
75050;18;29284;44;8;0.2;0;20180307;ZPNN49EDISPBTEE85T42
75200;8;85943;318;22;;0;20180307;T5DR2EXHBN5EDO8D084Y
75207;2;1505;211;1;0.2;0;20180307;ZLDU93QJDAZFDP06I51S
75282;12;14589;68;4;0.1;0;20180307;75EO7AJCA39IJNCN28LH
75295;6;25614;117;7;;0;20180307;FSKBYAUUHSDEX9W19KT4
75409;1;47018;286;12;;0;20180307;5ZL1IVHKU1HQBCLJUWA0
75423;11;75712;107;20;;0;20180307;Z42G3YZIED6K4493S33K
75499;17;63884;250;17;;0;20180307;TNV0HW6SMN2BK6K3QUJW
75503;17;42204;6;11;;0;20180307;YKOOKFIT41UN6F44JWJ3
75799;23;44020;57;12;0.1;0;20180307;5KU0F8MVYRO7R417MF9Y
75854;21;46644;159;12;;0;20180307;3LE7G2CST0HIFRKHCOU3
75892;6;30685;199;8;;0;20180307;N4UUO1FYY1OJ0RQD2245
75942;11;52275;56;14;;0;20180307;MXJGDPAIZ2CN8VF1VW4D
75993;13;763;96;1;;0;20180307;NQRCTXZFGXVW49RZ69W3
76489;18;88549;60;23;;0;20180307;ZZLLMFAZS35WTOATKPJ6
76669;15;25662;86;7;;0;20180307;70QTF2187IY8YXBJEEO6
76789;3;79321;163;21;;0;20180307;X3LJGSI8KAED0L3KV6UL
76929;19;91334;50;24;;0;20180307;PDVMP92FX2KCT0MY2KRP
76994;12;39118;106;10;;0;20180307;7WLVN9OE7LH1VCTT89XJ
77015;5;33169;23;9;;0;20180307;VSD7FYHGOBDYLQ4AXYL2
77034;7;12949;403;4;;0;20180307;PT1N6EPGZ6QRZDQ57RRP
77068;23;36371;202;10;;0;20180307;4C17SXU1AF8U2MUNYHXX
77075;16;22064;249;6;;0;20180307;IXIN06RFADSYCOEUBJVI
77296;11;53920;92;14;;0;20180307;NZ0MCTPM787GAYBTTWLX
77500;15;61615;281;16;;0;20180307;XJ0ORBIVRV120IB98IZB
77626;8;68353;330;18;0.1;0;20180307;KX4MD9IH449DYQHYN8P7
77659;18;35740;338;10;;0;20180307;NYCPKH1D5UIDG7OVI3FI
77820;3;53769;302;14;;0;20180307;0W4XCHF9WNRWFHWOK9OL
77879;20;516;96;1;;0;20180307;LP3M8L1CYS4T2HU6A62U
78116;3;33631;301;9;0.2;0;20180307;Q9GUDELUOK6QRQ1CL6HI
78118;11;52356;67;14;;0;20180307;JLQJPG63DWUP2J4620AT
78358;6;75219;255;20;;0;20180307;DDEASTR490DDZCQ5TG8K
78361;19;74271;80;19;;0;20180307;9DKMOM33YED79ZMQX0MV
78444;6;86098;359;22;;0;20180307;UVTIB4KUNXL6TSHAI2CH
78844;16;94729;397;24;;0;20180307;NBUXJG87G67Q1I629WHV
78898;10;21003;399;6;0.1;0;20180307;VNO7I20D8PP9VJEYV4NY
79018;10;63394;226;17;;0;20180307;6PR0RQVY1CA2QMEB0CAN
79196;1;25179;268;7;;0;20180307;FYCCHDLH7IEQ96C8HI8S
79230;10;17761;385;5;0.1;0;20180307;0EU8S0SSDTNPKSDWJLZ0
79263;16;67967;332;18;;0;20180307;KGA9RX8ZWGNR0UNEUJFT
79326;7;39195;20;10;;0;20180307;EAH37GH0CPUIXHCYDVS4
79432;19;53963;297;14;;0;20180307;NRFCUGVCGGS5JO8QTBIV
79521;9;27086;57;7;0.1;0;20180307;J5TEEXJQLMHY4S8O919J
79540;16;77825;203;20;;0;20180307;X9BYZS0LDN68YXFMKM37
79626;17;32937;343;9;;0;20180307;LK16I1FZY6C85IOEMVZ2
79827;1;64354;263;17;;0;20180307;XJBYGQ5J4PAS5J0H6V54
80131;19;41747;173;11;0.1;0;20180307;E40E3QSHY2AX4ZMLY1IT
80256;1;45791;49;12;;0;20180307;00XNB74IMU41UNBPDYQR
80257;19;4889;423;2;0.1;0;20180307;52F6JFG02RGD81BN01RT
80302;22;20041;276;6;;0;20180307;XLGXOVBI0DQ1176UOB2L
80646;14;58211;270;15;;0;20180307;KP93AL2DMN1X5FXNRAZI
80647;19;84879;414;22;;0;20180307;K8GNMBMO56P97XC62FCE
80747;6;75227;12;20;;0;20180307;TQJVHALGSU1AUKN4C2O6
80752;20;35428;287;9;;0;20180307;KY217EB50XF3KS4YVSNJ
81186;3;49838;273;13;0.1;0;20180307;PMXYXS8HOQNBJPHJT0VN
81197;21;11879;436;4;;0;20180307;EV3RS8CFC1EAFCQQ7UK3
81297;5;56052;70;15;;0;20180307;JC2HTT44U6GT0H9AX8JJ
81314;12;83942;163;22;;0;20180307;9TTXO5JQFVNFR6DMBJM0
81373;18;83538;439;22;;0;20180307;UURWNZRN7YJ8M7DL9ZV3
81376;4;18698;123;5;;0;20180307;T5PEG2LTB7P2USD3GKCE
81486;4;88852;228;23;;0;20180307;38IU71WU035ST3FGP7SY
81834;8;63217;52;17;;0;20180307;3NXFN9KM2X9NE228RY8F
81964;3;8416;250;3;;0;20180307;DFPK1K7A7BCXGL8V6HIX
82013;3;97288;349;25;;0;20180307;LJ36E4XYOBYTF516CCNL
82178;21;66191;156;17;;0;20180307;F5IQEX5VWE68RSU1BU8J
82333;1;59990;211;16;;0;20180307;4303KSBXL1TO2KRM267D
82586;5;7326;418;2;;0;20180307;BHS9AAWOTGEGQOF5JEA6
82932;22;54046;445;14;;0;20180307;LLANXYBTXXQOF1Q8NGH9
82946;8;33497;398;9;;0;20180307;BBMJ6R9QZ9E84G8G14TS
83064;20;65039;183;17;0.1;0;20180307;OCX114CVHU9PB892HLCF
83139;14;1228;309;1;0.2;0;20180307;K8XBX1L8P5X3CA6EVFSL
83399;5;19317;95;5;;0;20180307;KXALUL0GKBXVN4RRSZ52
83426;12;4416;399;2;;0;20180307;BYIG4DB7LHU9SN8FF9TN
83551;21;72563;3;19;;0;20180307;U8EG5ASUXHGNTEY30WXY
83580;1;56563;400;15;0.1;0;20180307;81IYYAAJF19H7L4SCZ79
83654;13;34497;249;9;;0;20180307;C020N76XGO0WC0ZE18WG
83701;3;3078;176;1;;0;20180307;IBL8Z1TINQ17PZUUREB2
83770;5;48236;196;13;;0;20180307;JT49A8FF5FFQFEJVSOQC
83838;8;12980;152;4;;0;20180307;SNGMOLJ65TPGLLTG4TE7
83873;22;92887;218;24;;0;20180307;5TBPUL2F2GHTYUCSKOL4
83878;13;27326;185;7;;0;20180307;BXFSGYX3XH3X0XGTV8Q2
83896;10;15578;115;4;0.1;0;20180307;QVPATDLP7H4O6EY0DN01
83911;21;98344;69;25;;0;20180307;9EH6RFEZ2YPX8VQOJHP2
83937;10;74722;339;19;;0;20180307;UHBRACAQ2VCFZ85F8CNF
84234;20;63267;388;17;0.1;0;20180307;F1RDMI97Y539D3ZF6FX7
84256;20;6464;396;2;;0;20180307;C2CK1W3N0JTY5RTE9CBS
84289;17;34549;129;9;;0;20180307;WHB4XCU61WK4I7EV8TYF
84813;3;26824;235;7;0.1;0;20180307;JVANQLJFUWC7XCYH4SQ9
84849;15;35878;215;10;;0;20180307;LPOHBXKU1NOBTCJNJCQ6
84953;12;52019;25;14;;0;20180307;50CZGS79SF4HZRMPQSUS
84981;11;72539;305;19;;0;20180307;01BMPW9JB73D5KWS9QRN
85145;7;57703;8;15;;0;20180307;ON7S9K45NKSYNU8XRSAR
85370;2;4382;240;2;;0;20180307;SQBHQ01GACYPJVAO762J
85454;14;64046;350;17;0.1;0;20180307;2X1OKVICYX6VJU5AMA3Z
85586;10;93130;115;24;;0;20180307;A8MQ004BP9WLLFQVVBRT
85759;8;50079;119;13;;0;20180307;S9APN44R22G264NZX5YI
85909;11;56401;106;15;;0;20180307;SJXE1RTVRU8USDQMKXUI
86236;8;86815;108;22;;0;20180307;IXKZ5CAF9EOSVERKIJ9X
86308;10;73601;97;19;;0;20180307;M1YR08JV5IP4NV5POO3D
86527;5;53658;256;14;;0;20180307;ZJD3PEOMLMZ7X8LTSCDC
86532;15;30882;388;8;;0;20180307;S9HAQCE75URBSKUAUQK4
86579;15;38964;234;10;;0;20180307;MJK7YFARP0GRJU8Q98S4
86727;18;34576;336;9;;0;20180307;TUZ6U8OHD8I5I968JSL1
86778;20;82850;136;21;0.2;0;20180307;KHJ1S15VJBXF12MCRPH9
86908;10;39575;170;11;;0;20180307;U0REK8ZI5ZFENSU48K4F
87062;2;19169;394;5;;0;20180307;OGGH5TLXVAXEW0O4YGN8
87193;1;82609;21;21;;0;20180307;WGYIQ57GSDDYI76C1GTK
87226;16;331;240;1;;0;20180307;430QQTT4TV9LKQR64UZM
87330;14;59755;292;16;;0;20180307;NCXMGZ6CIB8T00KCCVBL
87372;19;3407;180;1;;0;20180307;XWHGWE3XG7L8AWH36MPR
87417;16;60198;3;16;;0;20180307;YBU8QAT0O4SSZRB8A8QQ
87795;4;62004;393;16;;0;20180307;FYJKCOAKLZSYRHHQD616
87978;13;5119;379;2;;0;20180307;AWSTJ6NV1DHN58KLHPU8
88082;5;84221;375;22;;0;20180307;7R7LNQF2KLKNU8LFEB5U
88219;11;53519;318;14;;0;20180307;7145UGG3KKP7S6D1TURY
88273;13;66178;375;17;;0;20180307;P9EGP9YRF7QBKV84KGL0
88591;22;35561;2;10;;0;20180307;NBL5K1ZQKQCXFOF6T28S
88609;18;88005;41;23;;0;20180307;71CGQZRBESE30DWB6JLJ
88731;23;33725;180;9;;0;20180307;N3OB0NS3ZX5OSVBYF4TG
88751;18;39033;386;10;;0;20180307;58KFPMUJRBOA9US3PM5W
88893;3;16260;340;5;0.1;0;20180307;GNW3CSKDCMVS9Q7Q6MTT
88907;5;49162;206;13;;0;20180307;91B29OKCD32EWJG36H0V
88976;8;31673;365;9;;0;20180307;CZMYO463TFSA5VTYZVD3
89013;16;53550;370;14;;0;20180307;C8AE40OXMBSF1BOK8IIX
89165;5;13116;244;4;;0;20180307;55NVDCZ0K3QICH56UHN5
89238;21;92028;214;24;;0;20180307;XPJOZX1X6P9XZIQ8YSVS
89406;5;86539;398;22;;0;20180307;3K09EUVFUJHO5ENCRTKZ
89494;1;35315;400;9;;0;20180307;3ROAOCLEJW4450BZVNRL
89495;15;12205;404;4;;0;20180307;6Y8ZWFEMXHXHSNS6NY8I
89540;10;62305;205;16;;0;20180307;WZHIYQBHXP98RAB16XUW
89542;15;35209;414;9;0.2;0;20180307;RO8Z7II1O5FDFMW8D2DE
89651;23;69165;121;18;0.1;0;20180307;FPEH44E860L47LNPDX4H
89895;22;33151;200;9;;0;20180307;0588H29OFIQCLGPTX7OQ
89946;21;49645;422;13;;0;20180307;ERHCZAF73H580WHM92QI
89979;6;2115;322;1;0.2;0;20180307;6YVVMXW0HM2XPFGMHTQ2
90179;20;23081;129;6;;0;20180307;G9UOG8YMHMT91NCKDUSK
90563;4;48722;447;13;;0;20180307;BNEBPIH1CB7RHFUV8PVY
90647;19;68445;231;18;;0;20180307;NVAMSXXJIOMQ333O8F6K
90654;5;22797;133;6;;0;20180307;OVHBEKL26M0AN1APHNTE
90699;9;75054;390;19;;0;20180307;1MAHR0NSD2FCTHMMZ8RF
90919;11;38227;345;10;;0;20180307;NXAF6P7Z7F1VDNH5ZEXR
91209;23;72770;402;19;0.2;0;20180307;UF11ERP8NE5LJ5X13HDV
91248;4;41487;146;11;;0;20180307;OZJT156MQQF8B0J2R5W8
91301;21;22319;110;6;0.1;0;20180307;7M1AVPYAXP5ACPUKHHH7
91366;8;51386;154;14;;0;20180307;LU45OXRTGT5Z6SUJJ9WD
91380;11;51252;288;13;;0;20180307;DJ1KNCOK7010JR7JKA6P
91485;3;79270;158;21;;0;20180307;JVT2HJZXMWSD2ZL5GSJ0
91548;23;20835;34;6;;0;20180307;P4ZGON3S5DZD8OGYSF3J
91687;10;48206;280;13;;0;20180307;WFZFUNFE79IIMWEU12XI
91696;15;39995;44;11;;0;20180307;8LBXIQ0AD5UXHJBDFYFH
92027;23;5298;309;2;;0;20180307;TUI8Z2U1O8U3EU86NDMU
92212;7;19597;255;5;;0;20180307;TNCDDGCP6OZBC7NOW8YT
92440;14;72327;429;19;;0;20180307;OI4Y4JX25LGYEBF4NBX3
92672;19;32993;284;9;;0;20180307;GCX28SG3XSZA0RZMYBKU
92796;5;36668;65;10;;0;20180307;6TH2WJE6EX21U4B7UEGO
92809;15;44999;302;12;;0;20180307;JO6Y5LGC0ALUJ732GE8V
92948;21;55930;254;15;;0;20180307;X4IL6IWF6RHZ7GJM1MEW
92967;6;39919;282;11;;0;20180307;ORW0D4KBA1SFPT82130F
93036;23;68483;126;18;0.2;0;20180307;DWXTJ3M1RT62X4GZDLNF
93104;18;67480;30;18;;0;20180307;GWV2XWVTVJJYRH81GSGN
93162;6;50172;405;13;;0;20180307;IP3HPOWJBQMIUXUGTPLY
93219;19;2084;151;1;;0;20180307;NGM9AYWIQ7ZXIAIKQQCA
93375;16;22880;254;6;;0;20180307;MX8KBJKAZSL6A9U4CSLX
93502;19;61257;397;16;;0;20180307;B0VKNISYI3GR67U8GNHZ
93547;14;78752;274;20;;0;20180307;XG4GH371YW0AVRAX557C
93556;11;93632;308;24;;0;20180307;WW3D3LGUAVJHTNAJASAX
93885;4;87961;217;23;0.2;0;20180307;DQ5NNSVLQNLZYQNSRGJD
93896;15;72041;404;19;;0;20180307;3PKRBGHHLV4WXMP3RTPW
93938;8;31980;362;9;0.2;0;20180307;3WUXODX4VQNSI1MSWLPQ
94014;21;83519;341;22;;0;20180307;AL7BNLBLWDWG5JPB7NAM
94048;19;34334;301;9;0.2;0;20180307;2JS32F7G5MSS89U52L1M
94077;22;18852;33;5;;0;20180307;Y4842L14DDC47CTPE6ER
94257;19;7833;224;2;;0;20180307;37HJGRQOFDLL39EOUMFH
94343;12;18927;330;5;;0;20180307;LQ11U4KN3SR6QR0HRG64
94701;9;95748;404;25;;0;20180307;5M756ETXI629WX1E43RZ
94763;12;76642;325;20;;0;20180307;NYTQ43I3XPUMC9V5X0E3
94795;21;12759;434;4;;0;20180307;K7BDR0R0N1KMD8CFTGEN
94816;9;4952;46;2;;0;20180307;JQF98FSIU23IMXE7GM01
95030;1;4472;44;2;;0;20180307;H3N7CIOI1VPHHUGJJC7X
95165;18;43601;220;12;;0;20180307;S9TKPQHAIHXK4H4DEW17
95187;10;13063;330;4;;0;20180307;F18KWMZ4NJ00SMRWWWZM
95250;13;33369;243;9;;0;20180307;U1X93AB6E0HXYO4KFQFI
95260;1;6991;305;2;;0;20180307;2KDGQ9JOYN3P4SDBQPC6
95352;20;67132;409;17;;0;20180307;5T1YT4YDZQ2F2ZWB2R5D
95565;15;79760;23;21;;0;20180307;6WU6SO2SVJCA7WROXWDK
95625;15;83910;320;22;;0;20180307;0LDXBAT5FBMRH8RRIML1
95821;5;66151;399;17;;0;20180307;X39MA91M5GPGCNQI17UK
95888;15;95790;449;25;;0;20180307;1XAYH4NCXGQYLKMZ54SF
96154;23;76644;213;20;0.1;0;20180307;I6M0M7N0F5KYOOB42JMC
96179;22;27976;133;8;;0;20180307;3325VV41JBULDTCV2C24
96215;10;83946;243;22;;0;20180307;9L5GZ5FLSP7OB7K6SMTM
96344;1;71425;131;19;;0;20180307;LAEP2FYLNBMD2R744TLO
96402;21;4003;339;2;0.2;0;20180307;RUTHWHUVYN8QQT9USSE0
96491;5;41966;361;11;;0;20180307;36IXUKGVJ67MAYQ2HQ2W
96637;8;17287;204;5;;0;20180307;B3036W651IMHGEWO9K83
96638;5;96073;54;25;;0;20180307;NWI41EV9HDIAUG7X7KIL
96892;5;89611;448;23;;0;20180307;BDRADGPETFTY2ZF1QYH8
97065;22;31188;396;8;;0;20180307;1119VQKIMTL6UWK7IUDN
97146;6;95909;247;25;;0;20180307;WVWLRQE6Q5AXP5UUTSJ2
97389;23;17548;214;5;0.2;0;20180307;O5949E56X211498TULBJ
97801;1;52493;130;14;;0;20180307;I5NTYT8ACSK7TTMRHHVM
98159;5;3765;129;1;;0;20180307;K85JL01MQH6C1045EWHM
98178;8;90879;150;24;;0;20180307;XA9Y3C2QG62D2DMA4GST
98224;4;97804;336;25;;0;20180307;EDTMZ38TRRZQY72RNSRJ
98277;4;55507;83;15;;0;20180307;6NOG09SWGCR3JL2HT5UB
98409;12;42529;376;11;;0;20180307;KML0JUI4GPK9EB5VBYAP
98620;16;95437;173;25;;0;20180307;L9UKJ2MXVU7J2UJZCJ2Y
98803;14;16389;8;5;;0;20180307;AQBDF3LC2C8YYL00M0LD
98830;15;44457;317;12;;0;20180307;CR0NBTI31RRJSU0T7SPE
98842;23;5516;290;2;;0;20180307;A0XFYQIAVJUNVGTK3R55
98994;10;51479;79;14;;0;20180307;T3CN8R2JKHJ14QZZGEK2
99208;8;94878;406;25;0.1;0;20180307;EXBW2L2K96NRW9M9DJSX
99229;5;54488;271;14;;0;20180307;7C4YW0GMQDISLQ4E8CA2
99342;8;49286;341;13;;0;20180307;LNSNEQYCELM6FYN3MTGI
99346;22;97723;245;25;0.1;0;20180307;A6M8LD0Y6F67F6SQB9Q4
99694;17;46029;266;12;;0;20180307;S9POTKK01QW5YZE7EQV5
99750;19;23422;399;6;;0;20180307;6O3NSWKEYKQ5O1HN0WKB
109;8;47963;108;13;0.2;0;20180306;X3IV4TZ9RBOA76MTQ869
118;3;28246;240;8;;0;20180306;0XN8R2RUC5NH1X2IBX5Y
175;14;92136;193;24;;0;20180306;38FKI6PL91W84M24LG6F
195;2;27066;270;7;;0;20180306;TMS98RTVVJ7K2HPTZE1S
358;16;51254;116;13;;0;20180306;FQQSO7BQOHQL1VQYGH0Y
380;19;75468;82;20;;0;20180306;PITNV3XFPEVFOZ2RUHB9
516;5;10382;441;3;;0;20180306;7XYF7R3IEHEFPA2K43A1
619;18;4787;228;2;;0;20180306;O0YF9TYJ59PRMROVH2QO
760;8;47312;310;12;;0;20180306;901EVFWOQDUZQZENJ7W4
875;5;68538;201;18;;0;20180306;O3K5LP5ZWURWXARKBIRI
1013;7;6094;99;2;;0;20180306;TWI0P6VWDSM22Z97VOWC
1192;6;80415;67;21;;0;20180306;HYG99J9IW7GXLB96VXV1
1306;9;74960;151;19;;0;20180306;6MKHW57RSZJ1I7WA1Z62
1640;17;20632;191;6;;0;20180306;PYADFB3WFR17MS17XZ5O
2356;9;41978;224;11;;0;20180306;JP2QOZSMC795C5L98BBH
2376;18;81543;185;21;0.1;0;20180306;I28QZUJ2DY4GWJIUFY5X
2389;17;21244;208;6;;0;20180306;FW80C8LN35XV0HHYFCK1
2565;20;52789;267;14;;0;20180306;QFV5IZWKBBX4B5Q9SIPF
2797;8;2718;50;1;0.1;0;20180306;JKVPCSPGCIADXMP85HIT
2901;1;80731;246;21;;0;20180306;NNUMO5SNLPG4JECSHVOK
3011;19;82704;177;21;;0;20180306;02B7I45F6MZZZB7RUWUS
3014;6;58120;282;15;;0;20180306;1QY9JHAU3A3N8MLKOILQ
3146;9;33968;374;9;;0;20180306;8JL9DVSTTPKDGYDUXEE6
3273;20;49337;433;13;;0;20180306;QK80ENO3C0194G14KSY4
3313;12;98757;102;25;;0;20180306;ITS1ZK3LD40JZG4SQI2B
3391;10;53429;106;14;;0;20180306;TJ2KINHO5PCG1121N1ID
3467;3;85821;450;22;;0;20180306;S61A4OBD29PC8IAL4WS7
3572;20;72870;247;19;;0;20180306;JU775489FIO3K4BBEWUC
3618;16;80490;235;21;;0;20180306;8Z81B7IGRZ4UC7QQ639H
3654;8;57768;227;15;;0;20180306;COWXS97VM47A4F0FTPM8
3804;2;61331;214;16;;0;20180306;S3HGFLW7PX6L1EFO73TT
3807;12;2909;368;1;;0;20180306;ZDOMFR6A0Q9XRP9ONLDK
3852;16;59372;210;16;0.1;0;20180306;T9MUTAWB24858OCWODZF
4144;9;55333;154;15;0.1;0;20180306;Q7H1M7TCT8YH5PVMKYCW
4288;10;83056;439;22;;0;20180306;N5HHL2CPIAWNMLY28L2J
4293;5;74595;31;19;0.1;0;20180306;FYX2U8PVE5YUO3EHILCC
4370;20;26055;408;7;;0;20180306;BVAWO4T734T4R470K2IT
4531;1;45356;58;12;;0;20180306;Z4INDY26FJ43V4ZA30MK
4878;18;66959;17;17;;0;20180306;T5YQZJX393W0WQSMR6W5
4914;2;12910;118;4;0.2;0;20180306;Q16DYLMJ5HORGPU5UD7Y
4924;5;85348;167;22;;0;20180306;Y1P4NYLGDYLYIRT97VVW
4958;2;75982;365;20;;0;20180306;ILZCY3P8IZO0GSJIKXXQ
5095;6;68910;404;18;0.2;0;20180306;DBZS2GPXVTXSOTB4L4FA
5400;14;46945;361;12;;0;20180306;0UEQMKBZNFKVX3TO29JC
5722;12;62284;360;16;;0;20180306;6RBOBDFME93ANY22JPCX
5749;21;81898;94;21;;0;20180306;2WQ0XN5E8VPH8EWY1Q2A
5929;14;28225;380;8;0.1;0;20180306;F62U7F0ZRBTOIJVASQEM
5936;6;32640;452;9;0.1;0;20180306;CYTBF6ATW3XBS87XHQF6
6020;9;23839;234;7;;0;20180306;YPCJ8AK31Q5DPCIWP1X0
6059;11;35678;85;10;;0;20180306;2S8JPMLIHWE7SVZ978B2
6120;18;90628;289;23;;0;20180306;TWTJ1GPBML1TLR72MI52
6137;16;55994;409;15;;0;20180306;9ZNNBB5I1G7IYYBZB4QE
6177;19;70599;260;18;;0;20180306;6LLWF4XWZSVBQXOULXJD
6344;17;95388;157;25;;0;20180306;NJVV49ZVK6LTCZDKNAXT
6516;12;32717;273;9;;0;20180306;MXSUDXD5LBUWH5W714SY
6604;7;68605;381;18;;0;20180306;SVFYBKOHLHO35DM6FCVF
6784;10;17951;151;5;;0;20180306;28Q7EH9ZDLOZT8GSXOJN
6971;8;79187;233;21;;0;20180306;1G46HVFS93U6BGWM0J22
7010;22;26192;336;7;;0;20180306;PULI6ZEWIQ9348990VG8
7225;13;45479;389;12;;0;20180306;FURH746I92YILJHDQEW4
7272;10;47456;49;13;;0;20180306;ZCUEXOFMPCCOL7DMPQPS
7332;6;37825;36;10;;0;20180306;944NH05ZDZFFFBIOM9E6
7336;2;23839;447;7;;0;20180306;B9A71G7JOR3YCTKL13V3
7700;1;6668;298;2;;0;20180306;ITWG4II5SO9PC99WA29D
7727;8;94968;191;25;0.2;0;20180306;DUMHM60WA6JWO1RDO9J1
7806;3;2213;395;1;;0;20180306;L8VTHKNE84PPQJF2R7UF
